#MPHA.GSTICS.IEEETimeStr	MPQ	MASS	cal
1993-012T20:18:29.500	15.764	16.210	
1993-012T20:31:23.800	15.764	16.210	
1993-033T20:21:54.200	15.764	16.210	
1993-012T16:52:48.300	15.764	16.210	
1993-012T20:28:10.200	15.764	16.210	
1993-012T17:06:55.100	15.764	16.210	
1993-012T20:36:14.200	15.764	16.210	
1993-012T21:02:27.100	15.764	16.210	
1993-033T21:08:18.300	15.764	16.210	
1993-012T17:16:11.600	15.764	16.210	
1993-033T21:34:56.100	15.764	16.210	
1993-012T17:01:16.400	15.764	16.210	
1993-012T20:37:02.600	15.764	16.210	
1993-012T16:52:48.300	7.9290	16.210	
1993-012T17:08:32.000	7.9290	16.210	
1993-012T20:44:18.100	15.764	16.210	
1993-012T20:40:16.100	15.764	16.210	
1993-012T17:52:53.500	15.764	16.210	
1993-033T21:18:47.700	15.764	16.210	
1993-012T20:01:33.100	15.764	16.210	
1993-033T21:28:53.000	15.764	16.210	
1993-012T17:02:53.200	7.9290	16.210	
1993-012T17:41:11.800	15.764	16.210	
1993-012T16:54:25.100	15.764	16.210	
1993-012T17:06:06.800	15.764	16.210	
1993-012T17:10:32.900	7.9290	16.210	
1993-033T20:40:27.800	15.764	16.210	
1993-012T20:24:32.400	15.764	16.210	
1993-012T20:27:46.000	7.9290	16.210	
1993-012T17:05:18.300	15.764	16.210	
1993-012T17:04:54.100	15.764	16.210	
1993-012T20:16:04.200	15.764	16.210	
1993-012T16:58:27.000	15.764	16.210	
1993-033T20:58:13.100	5.4870	16.190	
1993-012T20:33:03.600	12.709	16.190	
1993-012T17:24:42.800	12.709	16.190	
1993-012T20:33:27.800	12.709	16.190	
1993-012T20:25:20.800	17.328	16.180	
1993-012T16:53:33.600	15.704	16.180	
1993-012T20:23:41.000	15.704	16.180	
1993-012T20:27:46.000	17.328	16.180	
1993-012T17:12:06.600	15.704	16.180	
1993-012T20:17:41.000	17.328	16.180	
1993-012T16:58:48.100	15.704	16.180	
1993-012T16:51:56.800	15.704	16.180	
1993-012T20:16:01.200	15.704	16.180	
1993-012T17:25:52.400	17.328	16.180	
1993-012T17:26:13.500	15.704	16.180	
1993-012T20:36:11.100	15.704	16.180	
1993-012T17:38:19.300	15.704	16.180	
1993-012T17:13:43.400	15.704	16.180	
1993-012T16:51:08.400	14.660	16.170	
1993-012T16:58:27.000	6.9890	16.170	
1993-012T20:41:04.600	9.4500	16.170	
1993-012T20:22:28.400	14.660	16.170	
1993-012T17:11:45.500	14.436	16.160	
1993-012T17:12:55.000	17.226	16.160	
1993-012T17:12:36.900	13.823	16.160	
1993-012T20:41:56.000	13.823	16.160	
1993-012T17:21:23.100	17.226	16.160	
1993-012T16:58:27.000	14.436	16.160	
1993-033T21:33:19.300	14.436	16.160	
1993-012T17:10:08.700	7.8090	16.160	
1993-012T16:52:24.100	14.436	16.160	
1993-033T20:28:45.800	10.944	16.160	
1993-012T20:32:33.300	17.226	16.160	
1993-012T18:04:08.000	12.113	16.160	
1993-012T18:03:19.600	12.113	16.160	
1993-012T20:20:54.600	7.8090	16.160	
1993-012T19:46:58.900	12.113	16.160	
1993-012T17:25:55.400	7.0810	16.160	
1993-012T17:14:10.700	7.8090	16.160	
1993-033T20:57:03.500	13.823	16.160	
1993-012T20:14:48.600	12.113	16.160	
1993-012T20:24:59.600	13.823	16.160	
1993-012T21:04:00.800	16.565	16.150	
1993-012T17:00:49.100	16.565	16.150	
1993-012T17:01:13.300	16.565	16.150	
1993-012T17:42:45.500	16.565	16.150	
1993-012T17:26:37.600	16.565	16.150	
1993-012T20:01:30.000	16.565	16.150	
1993-033T20:21:08.800	14.462	16.140	
1993-033T21:01:54.000	14.462	16.140	
1993-033T20:46:09.800	14.462	16.140	
1993-033T21:28:56.000	14.462	16.140	
1993-033T20:55:50.800	14.462	16.140	
1993-012T20:24:29.400	8.2780	16.140	
1993-012T17:16:08.600	9.9010	16.140	
1993-012T20:47:34.800	14.462	16.140	
1993-033T21:15:37.100	14.462	16.140	
1993-012T20:58:52.400	14.462	16.140	
1993-012T16:54:52.300	14.462	16.140	
1993-033T21:09:34.000	14.462	16.140	
1993-012T20:34:16.200	8.2210	16.130	
1993-012T17:21:26.200	15.260	16.130	
1993-012T20:35:50.000	15.260	16.130	
1993-012T20:22:07.200	15.260	16.130	
1993-012T17:14:37.900	8.2210	16.130	
1993-012T20:33:00.600	15.260	16.130	
1993-012T20:28:58.600	15.260	16.130	
1993-012T16:59:39.600	13.012	16.130	
1993-012T20:18:29.500	15.260	16.130	
1993-012T20:35:01.600	15.260	16.130	
1993-033T20:33:12.100	12.706	16.130	
1993-012T17:36:21.500	15.260	16.130	
1993-012T17:32:19.500	15.260	16.130	
1993-012T17:33:10.900	9.8730	16.130	
1993-012T17:29:06.000	15.260	16.130	
1993-012T21:07:17.500	15.260	16.130	
1993-012T20:47:07.500	15.260	16.130	
1993-012T17:25:04.000	15.260	16.130	
1993-012T20:14:06.300	8.2210	16.130	
1993-012T20:22:31.400	15.260	16.130	
1993-012T16:57:38.600	15.260	16.130	
1993-012T20:21:46.000	8.2210	16.130	
1993-012T16:50:47.300	15.260	16.130	
1993-012T20:29:25.800	8.2210	16.130	
1993-012T20:10:28.500	8.4190	16.130	
1993-033T20:45:45.600	8.2210	16.130	
1993-033T20:48:07.800	7.6890	16.110	
1993-012T17:33:35.100	7.3580	16.110	
1993-033T20:35:40.400	7.3580	16.110	
1993-012T18:11:23.500	11.927	16.110	
1993-033T20:22:42.600	11.372	16.110	
1993-012T17:00:55.200	8.0250	16.100	
1993-033T20:25:59.300	8.0250	16.100	
1993-012T20:30:38.400	8.0250	16.100	
1993-012T17:08:59.100	8.0250	16.100	
1993-012T17:04:51.100	19.523	16.100	
1993-012T17:09:20.300	7.2190	16.100	
1993-012T16:51:11.500	12.403	16.100	
1993-012T17:43:40.000	8.0250	16.100	
1993-012T20:58:52.400	6.1110	16.100	
1993-012T17:33:10.900	8.0250	16.100	
1993-033T20:44:51.100	19.523	16.100	
1993-012T21:01:17.600	8.0250	16.100	
1993-012T17:12:36.900	8.0250	16.100	
1993-012T20:16:31.500	8.0250	16.100	
1993-012T21:02:54.400	16.881	16.090	
1993-012T21:06:08.000	16.881	16.090	
1993-012T17:50:55.500	16.881	16.090	
1993-012T20:49:11.600	16.881	16.090	
1993-012T17:36:00.300	16.881	16.090	
1993-033T21:25:42.400	16.881	16.090	
1993-033T20:59:04.500	16.881	16.090	
1993-012T17:05:39.500	8.1240	16.090	
1993-033T20:13:28.900	13.199	16.090	
1993-012T17:09:47.500	16.881	16.090	
1993-033T20:19:32.000	16.881	16.090	
1993-012T16:58:05.800	16.881	16.090	
1993-012T21:06:50.300	15.917	16.070	
1993-012T20:19:14.800	15.917	16.070	
1993-012T17:41:33.000	15.917	16.070	
1993-012T20:41:25.700	15.917	16.070	
1993-012T17:01:37.500	15.917	16.070	
1993-033T21:34:28.800	15.917	16.070	
1993-012T17:10:29.800	15.917	16.070	
1993-033T20:19:32.000	6.5430	16.070	
1993-012T17:32:16.400	15.917	16.070	
1993-012T20:20:03.200	15.917	16.070	
1993-033T21:23:59.400	15.917	16.070	
1993-012T20:18:50.600	15.917	16.070	
1993-033T20:15:23.800	15.917	16.070	
1993-012T17:00:31.000	7.8320	16.060	
1993-012T20:50:24.200	7.8320	16.060	
1993-012T21:03:39.700	13.636	16.050	
1993-012T16:59:39.600	13.636	16.050	
1993-033T20:39:18.300	8.8230	16.050	
1993-012T17:30:18.500	13.636	16.050	
1993-012T17:21:26.200	6.4320	16.050	
1993-012T17:10:29.800	21.464	16.050	
1993-012T16:51:59.900	13.636	16.050	
1993-012T17:06:31.000	6.4320	16.050	
1993-012T16:53:09.300	7.9710	16.040	
1993-012T17:25:04.000	7.5700	16.040	
1993-012T20:45:27.700	15.073	16.030	
1993-012T17:20:37.800	14.763	16.020	
1993-012T20:34:13.200	14.763	16.020	
1993-012T16:55:40.600	15.115	16.010	
1993-012T17:10:35.900	15.115	16.010	
1993-033T20:14:17.300	15.115	16.010	
1993-033T20:09:51.000	15.115	16.010	
1993-012T20:15:43.100	15.115	16.010	
1993-012T17:53:20.700	15.115	16.010	
1993-033T20:09:02.600	15.115	16.010	
1993-012T20:43:32.800	15.115	16.010	
1993-012T21:03:18.600	15.115	16.010	
1993-012T16:58:05.800	15.115	16.010	
1993-012T21:04:31.200	15.115	16.010	
1993-012T20:47:34.800	15.918	16.000	
1993-012T20:25:23.800	15.918	16.000	
1993-033T20:37:59.600	16.784	16.000	
1993-033T20:52:37.100	15.918	16.000	
1993-012T17:11:00.100	15.918	16.000	
1993-012T17:08:35.000	15.918	16.000	
1993-033T21:02:12.100	16.784	16.000	
1993-012T17:25:49.300	16.784	16.000	
1993-012T17:28:44.800	15.918	16.000	
1993-033T20:10:15.200	15.918	16.000	
1993-033T21:11:10.800	15.918	16.000	
1993-012T20:38:18.200	15.918	16.000	
1993-012T17:45:41.000	15.918	16.000	
1993-012T16:57:59.700	16.784	16.000	
1993-012T17:17:51.500	15.918	16.000	
1993-033T20:51:48.800	15.918	16.000	
1993-012T20:16:49.600	16.784	16.000	
1993-012T20:51:36.800	15.918	16.000	
1993-012T17:02:32.000	15.918	16.000	
1993-012T17:42:51.600	15.918	16.000	
1993-012T21:12:11.000	15.918	16.000	
1993-012T17:36:48.700	15.918	16.000	
1993-012T20:31:26.800	15.918	16.000	
1993-033T20:40:55.100	15.918	16.000	
1993-012T17:06:34.000	15.918	16.000	
1993-012T17:29:57.300	15.918	16.000	
1993-012T21:09:45.800	15.918	16.000	
1993-033T20:41:19.300	15.918	16.000	
1993-033T21:02:18.200	15.918	16.000	
1993-012T20:47:10.600	15.918	16.000	
1993-033T20:59:52.900	15.918	16.000	
1993-012T17:46:29.300	15.918	16.000	
1993-033T20:35:40.400	15.918	16.000	
1993-012T20:38:42.400	15.918	16.000	
1993-012T17:40:50.600	15.918	16.000	
1993-012T17:01:43.600	15.918	16.000	
1993-012T20:50:24.200	15.918	16.000	
1993-012T17:20:16.600	15.918	16.000	
1993-012T17:40:02.200	15.918	16.000	
1993-012T21:00:05.000	15.918	16.000	
1993-012T17:01:19.400	15.918	16.000	
1993-012T17:43:15.800	15.918	16.000	
1993-012T17:32:22.500	15.918	16.000	
1993-012T17:36:24.500	15.918	16.000	
1993-012T20:30:38.400	15.918	16.000	
1993-012T20:14:27.500	10.820	16.000	
1993-012T20:31:02.600	15.918	16.000	
1993-012T20:18:08.300	15.918	16.000	
1993-033T20:42:31.900	15.918	16.000	
1993-012T18:02:13.000	15.918	16.000	
1993-012T20:48:23.200	15.918	16.000	
1993-033T20:32:23.600	10.820	16.000	
1993-012T18:06:33.100	16.784	16.000	
1993-033T20:44:05.800	10.820	16.000	
1993-033T20:17:06.700	7.6400	15.990	
1993-012T17:35:33.100	8.4210	15.990	
1993-033T20:53:01.400	7.6400	15.990	
1993-033T20:48:04.800	6.5230	15.990	
1993-012T20:16:07.300	7.6400	15.990	
1993-033T20:40:03.600	11.086	15.980	
1993-012T16:58:02.800	5.4870	15.980	
1993-012T17:46:26.300	6.2160	15.980	
1993-012T17:06:27.800	17.449	15.980	
1993-033T21:00:14.100	5.4870	15.980	
1993-012T20:52:46.300	13.954	15.970	
1993-033T20:59:49.900	13.954	15.970	
1993-012T17:54:30.300	13.954	15.970	
1993-012T16:50:23.100	5.3870	15.970	
1993-012T20:45:03.500	8.4340	15.970	
1993-012T20:53:07.500	7.8200	15.970	
1993-012T20:28:10.200	8.2970	15.970	
1993-033T20:34:48.900	8.2970	15.970	
1993-012T17:55:18.600	13.954	15.970	
1993-012T20:45:06.500	13.954	15.970	
1993-033T21:19:36.100	13.954	15.970	
1993-012T17:32:19.500	13.954	15.970	
1993-033T20:22:18.500	8.2970	15.970	
1993-012T17:07:43.500	16.624	15.960	
1993-012T17:31:31.100	16.624	15.960	
1993-033T20:42:53.100	16.624	15.960	
1993-012T17:04:54.100	16.624	15.960	
1993-012T20:57:12.500	16.106	15.960	
1993-012T17:27:05.000	16.624	15.960	
1993-033T21:20:00.300	16.624	15.960	
1993-012T17:42:48.600	16.624	15.960	
1993-012T20:42:17.100	16.624	15.960	
1993-012T17:24:15.600	16.106	15.960	
1993-012T17:56:55.500	16.106	15.960	
1993-012T17:15:23.300	16.624	15.960	
1993-012T17:44:49.500	16.624	15.960	
1993-033T21:08:18.300	16.624	15.960	
1993-012T20:14:03.200	16.624	15.960	
1993-012T16:55:37.600	16.624	15.960	
1993-033T20:13:25.900	16.624	15.960	
1993-012T17:26:40.800	16.106	15.960	
1993-012T17:36:00.300	10.421	15.960	
1993-012T20:06:23.500	16.624	15.960	
1993-012T20:49:57.000	16.624	15.960	
1993-012T17:20:37.800	16.624	15.960	
1993-012T17:23:51.400	16.106	15.960	
1993-012T17:09:44.500	16.106	15.960	
1993-012T20:58:00.900	16.624	15.960	
1993-012T17:12:33.900	16.624	15.960	
1993-012T20:43:05.600	16.106	15.960	
1993-012T20:22:55.600	16.624	15.960	
1993-012T17:20:37.800	16.624	15.960	
1993-012T20:16:52.600	16.106	15.960	
1993-012T20:40:16.100	16.106	15.960	
1993-033T20:48:07.800	16.106	15.960	
1993-012T20:23:19.800	16.106	15.960	
1993-012T20:50:45.300	16.106	15.960	
1993-012T20:52:22.100	16.106	15.960	
1993-012T20:47:31.800	16.106	15.960	
1993-012T20:39:52.000	16.106	15.960	
1993-012T20:30:11.200	16.106	15.960	
1993-012T20:38:39.400	16.106	15.960	
1993-033T20:43:44.600	12.111	15.960	
1993-033T21:01:26.700	16.106	15.960	
1993-012T17:02:53.200	16.106	15.960	
1993-012T20:46:19.100	16.106	15.960	
1993-012T19:52:43.700	10.756	15.960	
1993-012T20:43:05.600	16.106	15.960	
1993-012T20:17:16.800	16.106	15.960	
1993-012T16:49:58.900	16.106	15.960	
1993-012T19:53:29.100	16.106	15.960	
1993-012T17:39:10.800	16.624	15.960	
1993-012T20:30:35.400	16.106	15.960	
1993-012T20:54:47.300	16.624	15.960	
1993-012T20:55:11.500	16.624	15.960	
1993-012T20:10:01.300	16.106	15.960	
1993-033T20:15:51.100	16.106	15.960	
1993-012T17:10:57.100	16.106	15.960	
1993-012T19:59:56.300	16.106	15.960	
1993-012T20:19:17.800	16.106	15.960	
1993-033T21:08:42.500	16.106	15.960	
1993-033T21:19:36.100	16.106	15.960	
1993-012T17:12:58.100	16.106	15.960	
1993-012T20:35:50.000	8.9280	15.950	
1993-012T17:00:28.000	8.1730	15.950	
1993-012T20:20:27.400	16.132	15.950	
1993-012T20:43:02.500	16.132	15.950	
1993-012T20:05:07.800	16.132	15.950	
1993-012T17:05:39.500	16.132	15.950	
1993-033T21:04:37.400	13.850	15.950	
1993-033T20:35:34.300	16.132	15.950	
1993-012T20:35:47.000	16.132	15.950	
1993-012T17:02:01.700	16.132	15.950	
1993-012T17:34:41.600	16.132	15.950	
1993-012T18:21:52.800	16.132	15.950	
1993-012T17:23:51.400	8.1730	15.950	
1993-012T20:24:29.400	16.132	15.950	
1993-012T17:26:13.500	16.132	15.950	
1993-012T21:06:26.100	16.132	15.950	
1993-012T17:08:04.600	16.132	15.950	
1993-012T17:41:57.100	16.132	15.950	
1993-012T17:00:00.700	16.132	15.950	
1993-033T20:59:22.600	15.282	15.940	
1993-012T17:28:38.600	15.282	15.940	
1993-012T17:56:04.000	15.282	15.940	
1993-033T20:56:09.000	15.282	15.940	
1993-012T21:04:49.300	15.282	15.940	
1993-012T20:14:48.600	8.2780	15.940	
1993-012T17:39:07.800	15.282	15.940	
1993-012T20:55:11.500	15.595	15.930	
1993-012T17:41:36.000	15.595	15.930	
1993-012T20:48:44.300	15.595	15.930	
1993-012T16:49:10.500	15.595	15.930	
1993-012T20:41:04.600	15.595	15.930	
1993-033T20:36:50.000	15.595	15.930	
1993-012T21:21:48.600	15.595	15.930	
1993-012T21:02:03.000	15.595	15.930	
1993-012T16:49:07.400	5.4690	15.930	
1993-012T17:34:20.500	15.595	15.930	
1993-012T17:38:46.700	15.595	15.930	
1993-012T21:19:23.500	15.595	15.930	
1993-012T21:03:15.600	15.595	15.930	
1993-033T20:59:25.700	15.595	15.930	
1993-033T20:22:18.500	15.595	15.930	
1993-012T20:44:18.100	15.595	15.930	
1993-012T17:27:53.300	15.595	15.930	
1993-012T17:00:03.800	15.595	15.930	
1993-012T20:35:50.000	15.595	15.930	
1993-012T17:26:16.600	15.595	15.930	
1993-012T20:45:55.000	15.595	15.930	
1993-012T17:34:20.500	15.595	15.930	
1993-012T17:46:02.100	19.908	15.930	
1993-012T20:39:03.600	15.595	15.930	
1993-012T17:54:06.100	15.595	15.930	
1993-012T20:54:47.300	15.595	15.930	
1993-033T21:28:04.600	15.595	15.930	
1993-012T16:51:59.900	15.595	15.930	
1993-012T17:52:29.300	15.595	15.930	
1993-033T21:26:03.600	15.595	15.930	
1993-012T20:39:27.800	15.595	15.930	
1993-012T20:17:16.800	15.595	15.930	
1993-033T20:17:49.100	12.489	15.920	
1993-012T21:09:45.800	5.7760	15.920	
1993-033T20:40:27.800	8.0510	15.920	
1993-012T17:31:55.300	8.0510	15.920	
1993-033T20:32:02.500	5.7760	15.920	
1993-033T20:19:53.200	8.0510	15.920	
1993-012T20:27:46.000	18.412	15.910	
1993-012T20:55:14.500	13.697	15.910	
1993-012T17:38:49.700	13.697	15.910	
1993-012T21:19:02.300	13.697	15.910	
1993-012T17:18:39.800	13.697	15.910	
1993-012T20:40:19.200	13.697	15.910	
1993-012T16:55:16.500	13.697	15.910	
1993-012T16:51:59.900	17.151	15.900	
1993-012T17:22:38.800	17.151	15.900	
1993-012T17:25:28.200	17.151	15.900	
1993-012T20:58:00.900	17.151	15.900	
1993-012T20:16:07.300	7.4520	15.900	
1993-033T20:07:50.000	7.4520	15.900	
1993-012T20:26:09.300	17.151	15.900	
1993-012T20:52:19.100	8.1240	15.900	
1993-033T21:24:26.700	17.151	15.900	
1993-012T20:49:08.500	17.151	15.900	
1993-012T17:00:52.200	17.151	15.900	
1993-012T20:43:29.800	17.151	15.900	
1993-012T16:51:35.700	17.151	15.900	
1993-033T21:35:20.400	17.151	15.900	
1993-012T16:59:15.400	17.151	15.900	
1993-012T20:25:42.000	7.6700	15.900	
1993-033T20:25:10.900	7.4520	15.900	
1993-033T20:39:18.300	14.333	15.890	
1993-012T21:12:32.100	7.9290	15.890	
1993-012T17:18:39.800	14.333	15.890	
1993-012T20:08:48.600	7.9290	15.890	
1993-012T17:17:03.100	14.333	15.890	
1993-012T17:50:52.500	7.9290	15.890	
1993-012T17:27:05.000	7.3350	15.890	
1993-012T17:31:58.300	14.333	15.890	
1993-012T20:51:33.700	7.9290	15.890	
1993-012T17:15:23.300	7.9290	15.890	
1993-012T18:00:06.000	11.378	15.890	
1993-012T16:58:02.800	7.9290	15.890	
1993-012T17:55:39.800	11.378	15.890	
1993-012T21:17:43.600	14.252	15.870	
1993-033T21:20:00.300	14.275	15.870	
1993-012T17:12:06.600	14.252	15.870	
1993-012T18:06:36.200	14.275	15.870	
1993-012T16:52:24.100	14.275	15.870	
1993-012T21:16:58.300	14.275	15.870	
1993-012T20:49:35.800	16.742	15.860	
1993-033T20:25:10.900	16.742	15.860	
1993-012T17:54:33.300	16.742	15.860	
1993-012T17:44:28.300	16.742	15.860	
1993-012T17:26:43.800	16.742	15.860	
1993-012T20:16:55.600	16.742	15.860	
1993-033T20:14:41.500	16.742	15.860	
1993-033T20:14:41.500	16.742	15.860	
1993-012T20:54:26.100	16.742	15.860	
1993-012T17:13:25.300	16.742	15.860	
1993-012T20:16:31.500	16.742	15.860	
1993-012T17:27:08.000	16.742	15.860	
1993-012T16:54:52.300	16.742	15.860	
1993-033T21:02:42.400	16.742	15.860	
1993-012T20:50:48.300	16.742	15.860	
1993-012T20:31:26.800	16.742	15.860	
1993-012T20:41:07.600	16.742	15.860	
1993-012T17:12:12.700	16.742	15.860	
1993-033T20:51:21.500	15.093	15.850	
1993-012T20:50:45.300	15.093	15.850	
1993-033T20:15:02.800	15.093	15.850	
1993-012T17:09:44.500	15.093	15.850	
1993-012T17:38:22.500	15.093	15.850	
1993-012T17:15:20.100	7.9710	15.850	
1993-033T20:26:41.700	15.492	15.850	
1993-012T17:32:40.600	15.492	15.850	
1993-012T17:33:56.300	15.093	15.850	
1993-012T17:17:21.100	15.492	15.850	
1993-012T20:42:41.300	15.093	15.850	
1993-012T17:06:55.100	15.093	15.850	
1993-033T20:39:39.500	15.093	15.850	
1993-012T17:54:30.300	15.093	15.850	
1993-012T20:57:33.700	15.492	15.850	
1993-012T17:45:13.800	15.093	15.850	
1993-033T20:41:37.500	17.004	15.840	
1993-012T19:52:40.700	7.8090	15.840	
1993-033T21:22:25.600	7.8090	15.840	
1993-012T17:10:29.800	17.004	15.840	
1993-033T21:11:35.000	13.075	15.840	
1993-033T20:26:44.700	7.8090	15.840	
1993-033T20:19:50.100	12.113	15.840	
1993-012T20:28:10.200	7.8090	15.840	
1993-012T20:01:36.100	8.3200	15.830	
1993-033T20:31:08.000	20.240	15.830	
1993-033T20:10:36.500	12.859	15.830	
1993-012T17:50:07.100	8.3200	15.830	
1993-012T20:45:58.000	8.3200	15.830	
1993-012T17:43:40.000	8.3200	15.830	
1993-012T17:12:55.000	5.5960	15.830	
1993-012T21:11:16.500	14.455	15.820	
1993-012T17:35:54.200	16.348	15.820	
1993-012T20:33:21.800	16.348	15.820	
1993-012T17:39:38.000	8.1230	15.820	
1993-012T20:15:12.800	16.348	15.820	
1993-012T17:54:51.400	16.348	15.820	
1993-012T17:39:38.000	8.1230	15.820	
1993-012T17:28:20.600	8.1230	15.820	
1993-033T20:09:20.800	16.348	15.820	
1993-012T20:32:57.600	16.348	15.820	
1993-012T16:48:25.100	8.1230	15.820	
1993-012T17:09:17.200	16.348	15.820	
1993-012T20:44:15.100	16.348	15.820	
1993-012T18:07:45.800	16.348	15.820	
1993-033T20:46:58.200	8.1230	15.820	
1993-033T20:51:42.700	16.348	15.820	
1993-033T20:32:47.900	10.538	15.820	
1993-012T16:59:36.500	16.348	15.820	
1993-012T17:41:33.000	16.348	15.820	
1993-033T20:25:07.900	6.6520	15.820	
1993-033T21:24:29.800	8.1230	15.820	
1993-012T21:10:34.100	8.1230	15.820	
1993-012T17:11:48.500	8.1230	15.820	
1993-012T20:40:40.300	7.2190	15.810	
1993-012T21:04:55.400	7.9280	15.800	
1993-012T17:43:12.800	17.686	15.800	
1993-033T20:08:38.400	7.9280	15.800	
1993-012T20:38:42.400	7.9280	15.800	
1993-033T20:46:09.800	8.5190	15.800	
1993-012T17:52:56.500	7.9280	15.800	
1993-012T20:35:50.000	17.686	15.800	
1993-033T20:15:54.100	7.9280	15.800	
1993-012T20:12:53.600	7.9280	15.800	
1993-033T20:14:17.300	7.9280	15.800	
1993-012T17:39:38.000	7.9280	15.800	
1993-012T16:53:36.600	7.6890	15.790	
1993-012T20:37:02.600	7.6890	15.790	
1993-012T17:06:31.000	7.6890	15.790	
1993-012T19:43:45.300	11.927	15.790	
1993-012T20:14:51.600	11.229	15.790	
1993-033T20:40:55.100	7.2650	15.790	
1993-012T16:57:38.600	7.6890	15.790	
1993-012T17:32:40.600	17.674	15.790	
1993-012T20:13:11.800	17.674	15.790	
1993-012T20:24:29.400	8.5910	15.780	
1993-012T17:01:40.600	5.4870	15.780	
1993-012T20:03:09.800	5.6910	15.770	
1993-033T21:20:03.400	15.783	15.770	
1993-033T21:01:54.000	14.983	15.770	
1993-012T20:06:26.500	14.983	15.770	
1993-012T17:50:07.100	15.783	15.770	
1993-012T21:19:26.500	15.783	15.770	
1993-012T21:13:23.600	15.783	15.770	
1993-012T17:02:32.000	14.983	15.770	
1993-012T17:13:01.100	14.983	15.770	
1993-012T20:41:31.800	15.783	15.770	
1993-012T17:17:03.100	15.783	15.770	
1993-012T17:16:14.600	15.783	15.770	
1993-033T20:23:34.100	14.983	15.770	
1993-033T20:52:13.000	15.783	15.770	
1993-012T20:02:24.500	14.983	15.770	
1993-012T17:56:34.300	15.783	15.770	
1993-012T17:30:45.800	15.783	15.770	
1993-012T20:49:60.000	15.783	15.770	
1993-033T21:16:01.300	15.783	15.770	
1993-033T20:09:02.600	15.783	15.770	
1993-012T17:11:00.100	15.783	15.770	
1993-033T21:26:30.800	15.783	15.770	
1993-033T21:04:43.500	15.783	15.770	
1993-012T20:12:53.600	14.983	15.770	
1993-012T21:16:37.100	15.783	15.770	
1993-033T20:07:01.500	18.892	15.770	
1993-033T21:19:15.000	15.783	15.770	
1993-033T21:32:09.700	15.783	15.770	
1993-033T21:12:23.400	15.783	15.770	
1993-012T17:08:10.800	15.783	15.770	
1993-012T20:35:53.000	15.783	15.770	
1993-033T20:35:40.400	14.983	15.770	
1993-033T21:00:41.300	14.983	15.770	
1993-012T17:38:25.500	15.783	15.770	
1993-012T20:16:55.600	15.783	15.770	
1993-012T20:27:24.800	14.983	15.770	
1993-012T17:31:10.000	14.983	15.770	
1993-012T20:36:41.400	15.783	15.770	
1993-033T20:20:20.400	14.983	15.770	
1993-033T20:20:38.600	8.4340	15.770	
1993-012T20:17:44.000	15.783	15.770	
1993-012T20:58:46.300	8.4340	15.770	
1993-012T17:55:21.600	15.783	15.770	
1993-012T20:45:33.800	15.783	15.770	
1993-012T20:15:18.800	15.783	15.770	
1993-012T20:30:38.400	15.783	15.770	
1993-012T17:04:57.100	15.783	15.770	
1993-012T16:56:29.000	15.783	15.770	
1993-033T20:15:54.100	15.783	15.770	
1993-012T16:53:15.500	15.783	15.770	
1993-012T17:55:21.600	15.783	15.770	
1993-012T17:11:00.100	15.783	15.770	
1993-012T16:52:27.100	15.783	15.770	
1993-012T20:22:07.200	13.479	15.760	
1993-012T21:20:11.800	13.479	15.760	
1993-033T20:36:04.600	8.7210	15.760	
1993-033T21:01:02.500	13.479	15.760	
1993-012T20:28:55.600	14.660	15.760	
1993-012T20:24:29.400	14.660	15.760	
1993-033T20:45:21.400	6.0260	15.760	
1993-012T17:09:41.400	14.660	15.760	
1993-012T21:24:35.000	14.660	15.760	
1993-012T20:35:28.800	7.7360	15.750	
1993-033T20:15:54.100	7.7360	15.750	
1993-033T20:19:07.800	7.7360	15.750	
1993-033T20:15:30.000	7.7360	15.750	
1993-033T20:32:26.700	7.7360	15.750	
1993-012T20:02:21.500	11.956	15.750	
1993-012T20:13:36.000	15.704	15.740	
1993-033T20:37:11.100	15.704	15.740	
1993-012T20:44:39.300	15.704	15.740	
1993-012T16:49:55.800	15.704	15.740	
1993-012T19:46:58.900	15.704	15.740	
1993-012T20:30:32.300	15.704	15.740	
1993-033T20:53:19.600	15.704	15.740	
1993-012T17:37:58.300	7.5700	15.740	
1993-033T20:56:57.400	15.704	15.740	
1993-012T17:25:00.900	15.704	15.740	
1993-012T17:02:25.900	15.704	15.740	
1993-012T18:03:43.800	15.704	15.740	
1993-012T17:18:09.500	15.704	15.740	
1993-012T17:41:33.000	15.704	15.740	
1993-012T20:21:40.000	8.2780	15.740	
1993-012T20:44:39.300	15.704	15.740	
1993-012T17:28:17.600	14.599	15.730	
1993-012T20:36:38.400	14.599	15.730	
1993-012T20:39:03.600	14.599	15.730	
1993-012T17:10:57.100	14.599	15.730	
1993-033T20:38:05.600	9.4460	15.730	
1993-012T17:10:29.800	7.6700	15.720	
1993-012T20:32:33.300	8.1240	15.710	
1993-012T17:02:25.900	8.1240	15.710	
1993-012T17:17:45.300	8.1240	15.710	
1993-012T16:48:25.100	11.993	15.700	
1993-012T17:12:33.900	15.935	15.690	
1993-012T18:02:10.000	15.935	15.690	
1993-012T17:32:19.500	15.935	15.690	
1993-012T16:52:45.100	14.866	15.690	
1993-012T16:54:25.100	15.935	15.690	
1993-012T20:31:48.000	15.935	15.690	
