#MPHA.GSTICS.IEEETimeStr	MPQ	MASS	cal
1993-012T17:58:08.000	7.5700	9.4200	
1993-012T19:55:54.300	8.4210	9.4200	
1993-012T18:04:11.000	7.5700	9.4200	
1993-012T17:15:47.500	17.328	9.4100	
1993-012T21:09:18.500	17.328	9.4100	
1993-012T20:45:09.600	13.950	9.4100	
1993-012T17:08:35.000	10.957	9.4100	
1993-012T20:36:17.200	10.957	9.4100	
1993-012T17:10:32.900	16.450	9.4000	
1993-012T17:53:41.800	16.450	9.4000	
1993-012T21:16:34.100	16.450	9.4000	
1993-012T17:39:10.800	16.450	9.4000	
1993-012T17:55:18.600	16.450	9.4000	
1993-012T17:30:45.800	14.983	9.3900	
1993-033T20:40:55.100	8.2210	9.3600	
1993-033T20:56:12.000	18.229	9.3600	
1993-012T16:54:28.100	11.527	9.3600	
1993-012T20:08:45.600	8.4340	9.3600	
1993-012T16:53:39.600	8.2210	9.3600	
1993-012T17:51:43.900	8.2210	9.3600	
1993-012T20:15:43.100	7.9280	9.3600	
1993-012T20:32:39.500	9.6590	9.3500	
1993-033T20:13:28.900	9.6590	9.3500	
1993-012T17:10:57.100	14.928	9.3500	
1993-012T17:04:51.100	15.492	9.3500	
1993-012T20:22:34.500	16.190	9.3500	
1993-012T20:51:09.500	14.928	9.3500	
1993-033T20:48:10.800	16.190	9.3500	
1993-012T18:19:03.300	7.9710	9.3300	
1993-033T20:13:22.900	7.9710	9.3300	
1993-012T17:30:39.600	15.917	9.3300	
1993-012T20:27:21.800	14.275	9.3300	
1993-033T20:25:53.300	7.9710	9.3300	
1993-012T17:07:19.300	14.275	9.3300	
1993-012T17:28:20.600	6.0260	9.3300	
1993-033T21:30:29.800	15.595	9.3200	
1993-012T18:04:11.000	7.2190	9.3200	
1993-012T19:56:42.600	7.2190	9.3200	
1993-012T21:22:37.000	15.595	9.3200	
1993-033T20:31:08.000	8.2780	9.3000	
1993-033T20:14:41.500	6.7200	9.3000	
1993-033T20:35:13.100	8.5470	9.3000	
1993-033T20:24:19.500	8.5470	9.3000	
1993-012T19:57:03.800	8.2780	9.3000	
1993-033T20:28:42.800	8.2780	9.3000	
1993-012T20:00:20.500	7.8090	9.2900	
1993-033T20:39:15.200	7.8090	9.2900	
1993-012T17:17:48.500	13.636	9.2700	
1993-033T20:32:23.600	7.3350	9.2700	
1993-033T20:44:08.800	14.852	9.2600	
1993-033T21:24:50.800	17.151	9.2600	
1993-033T20:25:29.100	16.784	9.2500	
1993-012T17:40:50.600	6.8990	9.2500	
1993-012T21:10:06.900	16.277	9.2400	
1993-012T17:37:58.300	16.277	9.2400	
1993-033T20:13:25.900	16.277	9.2400	
1993-033T20:57:00.500	16.277	9.2400	
1993-012T18:25:06.400	8.1240	9.2300	
1993-012T16:49:58.900	19.152	9.2300	
1993-033T20:32:50.900	16.054	9.2200	
1993-033T21:19:39.300	16.054	9.2200	
1993-012T20:03:34.100	7.9290	9.2100	
1993-012T18:02:34.200	7.9290	9.2100	
1993-012T17:20:58.900	10.590	9.2100	
1993-033T20:19:07.800	8.1230	9.1900	
1993-033T20:27:54.300	9.2340	9.1900	
1993-012T20:15:43.100	7.8320	9.1900	
1993-033T21:36:05.700	19.052	9.1900	
1993-012T20:17:16.800	14.763	9.1900	
1993-012T17:44:22.300	17.226	9.1800	
1993-012T17:45:59.100	17.226	9.1800	
1993-012T18:08:10.000	7.6700	9.1800	
1993-012T20:04:22.500	14.114	9.1700	
1993-033T20:11:00.600	15.427	9.1700	
1993-012T20:01:05.800	22.215	9.1700	
1993-012T20:42:41.300	15.427	9.1700	
1993-012T17:43:37.000	15.427	9.1700	
1993-033T20:30:43.800	7.9710	9.1700	
1993-012T20:27:46.000	15.427	9.1700	
1993-012T17:19:49.500	15.427	9.1700	
1993-012T18:07:48.800	7.5700	9.1600	
1993-012T17:58:32.200	7.5700	9.1600	
1993-012T20:04:22.500	5.7940	9.1600	
1993-012T17:23:06.000	6.1110	9.1600	
1993-012T20:08:48.600	11.662	9.1500	
1993-012T17:16:38.800	6.4550	9.1500	
1993-033T21:24:23.700	15.704	9.1500	
1993-012T20:32:15.200	13.697	9.1400	
1993-033T20:28:18.500	8.2780	9.1300	
1993-012T17:50:25.300	8.2780	9.1300	
1993-012T20:24:59.600	6.6310	9.1200	
1993-012T20:52:49.400	14.721	9.1200	
1993-012T20:24:11.200	14.721	9.1200	
1993-012T17:19:46.300	16.132	9.1200	
1993-012T20:46:43.300	8.0510	9.1200	
1993-033T20:25:53.300	5.4690	9.1200	
1993-012T17:08:53.000	16.132	9.1200	
1993-012T16:58:51.200	16.974	9.1100	
1993-012T17:26:13.500	13.064	9.1100	
1993-012T17:27:53.300	16.974	9.1100	
1993-012T17:58:08.000	7.6890	9.0900	
1993-012T17:30:18.500	16.106	9.0900	
1993-012T17:40:47.600	16.106	9.0900	
1993-033T20:44:30.000	16.106	9.0900	
1993-012T17:13:46.500	16.106	9.0900	
1993-012T16:51:14.500	15.918	9.0900	
1993-033T20:21:05.800	7.6890	9.0900	
1993-012T20:53:59.000	18.966	9.0900	
1993-012T19:58:46.700	6.8090	9.0800	
1993-033T21:07:02.600	16.565	9.0800	
1993-012T21:01:35.600	13.652	9.0600	
1993-012T20:12:23.400	8.5910	9.0500	
1993-012T17:48:51.500	14.599	9.0300	
1993-012T20:40:40.300	14.599	9.0300	
1993-012T20:38:42.400	8.0250	9.0200	
1993-012T17:54:30.300	7.3350	9.0200	
1993-012T17:55:18.600	8.1730	9.0200	
1993-012T20:43:02.500	18.819	9.0200	
1993-012T17:06:31.000	13.954	9.0100	
1993-012T20:53:34.700	15.260	9.0100	
1993-012T20:47:07.500	15.260	9.0100	
1993-033T20:35:16.100	9.8730	9.0100	
1993-033T20:29:13.000	5.4500	9.0000	
1993-033T20:46:52.100	20.240	9.0000	
1993-012T17:32:43.700	5.3870	9.0000	
1993-012T20:06:20.400	7.9710	9.0000	
1993-012T16:56:04.800	13.571	9.0000	
1993-012T18:03:19.600	9.2340	8.9900	
1993-012T20:09:09.800	15.073	8.9800	
1993-012T18:02:55.400	15.073	8.9800	
1993-033T20:25:32.100	9.9870	8.9700	
1993-033T20:21:08.800	15.783	8.9600	
1993-012T17:38:22.500	7.4520	8.9600	
1993-012T17:23:30.200	15.783	8.9600	
1993-012T19:51:25.000	8.2780	8.9500	
1993-012T16:57:35.500	15.917	8.9500	
1993-012T17:53:17.600	6.8760	8.9500	
1993-033T20:46:52.100	15.917	8.9500	
1993-012T20:59:34.600	15.917	8.9500	
1993-012T17:30:42.800	18.780	8.9500	
1993-012T20:17:16.800	6.8760	8.9500	
1993-012T17:41:11.800	15.935	8.9400	
1993-012T19:48:35.700	7.8200	8.9400	
1993-012T20:22:07.200	15.935	8.9400	
1993-012T20:24:56.600	15.935	8.9400	
1993-012T18:00:06.000	7.8200	8.9400	
1993-012T20:43:54.000	15.935	8.9400	
1993-012T20:18:05.200	15.935	8.9400	
1993-012T17:13:46.500	15.935	8.9400	
1993-012T20:37:26.800	15.935	8.9400	
1993-012T17:05:21.300	8.6200	8.9400	
1993-012T18:01:42.800	7.2290	8.9300	
1993-033T20:24:19.500	6.9890	8.9100	
1993-012T17:07:40.500	8.7500	8.9100	
1993-033T20:43:38.500	10.943	8.9100	
1993-033T20:23:03.800	8.1240	8.9000	
1993-033T20:19:01.700	16.348	8.9000	
1993-012T20:20:57.600	6.7200	8.9000	
1993-012T17:49:39.900	14.436	8.8800	
1993-012T17:49:39.900	7.1040	8.8700	
1993-033T20:29:34.200	7.1040	8.8700	
1993-012T17:09:20.300	15.093	8.8600	
1993-012T17:22:17.600	7.9280	8.8600	
1993-012T17:15:23.300	15.093	8.8600	
1993-012T17:46:23.300	21.713	8.8500	
1993-012T20:41:31.800	15.648	8.8400	
1993-012T20:10:52.600	15.648	8.8400	
1993-012T21:05:13.500	19.999	8.8400	
1993-012T17:57:40.800	7.9710	8.8400	
1993-033T20:10:39.500	15.648	8.8400	
1993-033T20:21:30.000	8.0510	8.8300	
1993-012T20:14:51.600	8.0510	8.8300	
1993-012T18:12:15.000	8.0510	8.8300	
1993-012T19:58:19.500	8.0510	8.8300	
1993-012T20:39:52.000	16.624	8.8200	
1993-012T17:45:16.800	7.3580	8.8200	
1993-012T16:56:50.300	16.624	8.8200	
1993-033T20:21:30.000	7.6890	8.8200	
1993-012T20:10:01.300	11.372	8.8200	
1993-012T20:03:34.100	7.6890	8.8200	
1993-012T20:40:40.300	16.624	8.8200	
1993-012T20:45:30.800	18.596	8.8100	
1993-012T20:25:45.000	15.764	8.8000	
1993-012T17:22:38.800	15.764	8.8000	
1993-033T20:33:15.100	10.200	8.8000	
1993-012T17:41:39.000	6.2820	8.8000	
1993-012T19:56:21.500	5.9420	8.8000	
1993-012T20:06:23.500	9.0580	8.7800	
1993-012T17:52:08.100	5.7760	8.7800	
1993-033T20:37:17.200	5.7760	8.7800	
1993-033T20:25:53.300	9.0710	8.7800	
1993-012T17:29:33.100	7.0810	8.7600	
1993-012T18:12:15.000	7.3350	8.7600	
1993-033T20:27:57.400	7.3350	8.7600	
1993-012T20:23:47.000	7.0810	8.7600	
1993-033T20:26:47.800	7.0810	8.7600	
1993-012T19:56:18.500	7.3350	8.7600	
1993-012T20:07:36.000	6.7640	8.7500	
1993-012T20:01:54.200	6.9430	8.7400	
1993-033T20:26:47.800	5.6120	8.7400	
1993-012T17:27:32.100	13.322	8.7400	
1993-012T20:29:47.000	8.8000	8.7400	
1993-033T20:46:31.000	7.8090	8.7400	
1993-012T17:37:12.900	6.6310	8.7300	
1993-012T16:57:35.500	16.132	8.7300	
1993-033T20:26:41.700	8.1240	8.7300	
1993-012T16:51:56.800	16.132	8.7300	
1993-012T21:04:07.000	14.333	8.7300	
1993-033T20:33:33.300	7.6700	8.7100	
1993-012T20:00:41.600	7.6700	8.7100	
1993-012T17:35:57.300	14.928	8.7100	
1993-012T16:56:04.800	15.514	8.7100	
1993-012T17:29:54.300	13.636	8.7000	
1993-033T20:29:13.000	7.8320	8.7000	
1993-033T20:18:43.600	7.8320	8.7000	
1993-012T20:07:08.800	8.5910	8.6900	
1993-012T20:41:28.800	16.450	8.6800	
1993-012T17:17:48.500	16.450	8.6800	
1993-033T20:38:23.800	7.9710	8.6800	
1993-012T18:01:21.600	6.9890	8.6700	
1993-012T17:23:03.000	15.595	8.6500	
1993-012T17:40:47.600	15.595	8.6500	
1993-033T20:28:21.600	15.595	8.6500	
1993-012T20:09:37.000	7.5700	8.6300	
1993-033T20:36:25.800	7.5700	8.6300	
1993-012T17:50:04.100	7.1040	8.6200	
1993-033T20:25:05.000	7.8200	8.6200	
1993-012T17:51:43.900	5.8590	8.6200	
1993-033T20:19:32.000	6.1960	8.6200	
1993-033T20:28:00.400	6.1960	8.6200	
1993-033T20:26:41.700	7.8200	8.6200	
1993-033T20:37:35.300	7.8200	8.6200	
1993-012T17:27:50.300	9.3990	8.6100	
1993-012T17:10:05.600	8.2780	8.6100	
1993-033T20:19:07.800	13.199	8.6100	
1993-033T20:34:27.800	6.3680	8.6000	
1993-012T20:28:31.400	15.492	8.6000	
1993-033T20:32:50.900	6.9900	8.5900	
1993-012T18:05:23.600	5.6910	8.5700	
1993-033T20:25:32.100	7.2190	8.5700	
1993-012T17:14:59.100	5.6910	8.5700	
1993-012T20:00:44.600	7.2190	8.5700	
1993-012T18:02:58.400	8.6730	8.5600	
1993-012T20:04:43.600	7.6700	8.5600	
1993-012T16:58:27.000	13.479	8.5500	
1993-012T19:53:53.300	7.6890	8.5500	
1993-012T21:17:19.400	21.216	8.5500	
1993-012T20:02:45.600	7.6890	8.5500	
1993-012T16:49:34.700	18.229	8.5400	
1993-033T20:38:29.800	8.0250	8.5300	
1993-012T20:03:31.000	8.5910	8.5200	
1993-012T20:14:51.600	7.3350	8.5100	
1993-033T20:42:28.900	7.3350	8.5100	
1993-033T20:17:52.100	8.4210	8.5100	
1993-012T20:33:00.600	15.427	8.5100	
1993-012T17:14:10.700	15.427	8.5100	
1993-012T17:08:56.100	17.151	8.5000	
1993-012T21:07:14.500	16.348	8.5000	
1993-033T20:22:15.400	7.5220	8.4900	
1993-033T20:19:56.200	7.1730	8.4900	
1993-033T20:36:28.800	7.1730	8.4900	
1993-012T20:33:00.600	19.340	8.4900	
1993-012T17:00:28.000	19.340	8.4900	
1993-033T20:34:45.900	20.240	8.4800	
1993-033T20:27:33.100	6.8760	8.4800	
1993-033T20:25:32.100	6.8760	8.4800	
1993-012T18:08:10.000	7.8200	8.4600	
1993-012T18:00:54.400	7.8200	8.4600	
1993-012T16:51:56.800	14.866	8.4500	
1993-033T20:39:42.500	5.7760	8.4500	
1993-012T20:03:31.000	8.2780	8.4400	
1993-033T20:29:10.000	7.4520	8.4400	
1993-012T20:01:08.800	7.4520	8.4400	
1993-033T20:46:55.200	6.9890	8.4300	
1993-012T20:03:34.100	6.9890	8.4300	
1993-033T20:26:44.700	6.9890	8.4300	
1993-033T20:14:14.300	13.954	8.4300	
1993-012T18:11:23.500	7.3750	8.4200	
1993-012T17:32:43.700	14.599	8.4200	
1993-012T18:04:32.100	9.7320	8.4100	
1993-012T20:03:58.300	16.106	8.4000	
1993-033T20:28:48.800	8.6200	8.4000	
1993-033T20:36:53.000	6.4550	8.4000	
1993-012T20:29:22.800	16.106	8.4000	
1993-033T20:57:48.800	16.106	8.4000	
1993-012T17:09:17.200	15.704	8.4000	
1993-012T20:31:20.800	15.704	8.4000	
1993-012T18:06:36.200	16.106	8.4000	
1993-012T17:05:42.600	16.106	8.4000	
1993-033T20:28:42.800	7.6700	8.4000	
1993-012T20:17:41.000	16.106	8.4000	
1993-012T17:35:08.900	11.809	8.3900	
1993-033T20:43:41.500	8.5470	8.3800	
1993-033T20:38:51.000	7.1040	8.3800	
1993-012T17:25:52.400	16.974	8.3700	
1993-033T21:27:16.200	16.974	8.3700	
1993-033T20:34:24.700	7.5700	8.3700	
1993-012T17:33:32.100	7.9290	8.3700	
1993-033T21:00:17.100	13.950	8.3600	
1993-012T16:57:41.600	12.953	8.3500	
1993-012T20:21:46.000	12.953	8.3500	
1993-033T20:15:05.800	6.6310	8.3400	
1993-012T17:51:19.700	6.6310	8.3400	
1993-012T20:07:36.000	6.6520	8.3300	
1993-012T16:52:02.900	8.2210	8.3300	
1993-012T17:59:20.600	6.6520	8.3300	
1993-012T20:09:15.900	7.0810	8.3300	
1993-033T20:17:24.900	6.9430	8.3300	
1993-012T20:01:57.300	6.6520	8.3300	
1993-033T20:32:26.700	5.8590	8.2900	
1993-012T19:57:31.100	6.7640	8.2900	
1993-033T20:16:15.300	6.7640	8.2900	
1993-012T20:26:54.600	11.927	8.2800	
1993-033T20:58:13.100	14.436	8.2800	
1993-012T17:54:27.200	7.3750	8.2800	
1993-012T17:08:35.000	9.3410	8.2800	
1993-012T18:01:42.800	7.3750	8.2800	
1993-012T17:52:08.100	6.1960	8.2700	
1993-033T20:37:38.400	8.0510	8.2700	
1993-012T20:10:01.300	9.7170	8.2700	
1993-012T20:18:08.300	6.1960	8.2700	
1993-012T17:44:46.500	15.073	8.2700	
1993-012T20:11:13.800	10.679	8.2700	
1993-012T21:10:06.900	15.935	8.2600	
1993-012T21:12:07.800	15.935	8.2600	
1993-033T21:24:50.800	15.935	8.2600	
1993-012T17:24:15.600	15.935	8.2600	
1993-012T17:05:42.600	15.935	8.2600	
1993-033T20:41:16.300	7.3350	8.2600	
1993-033T20:09:23.800	7.3350	8.2600	
1993-012T19:58:43.600	6.8760	8.2500	
1993-012T19:48:11.500	7.6700	8.2500	
1993-012T19:54:14.500	7.6700	8.2500	
1993-012T17:41:11.800	6.8760	8.2500	
1993-033T21:26:06.600	13.823	8.2400	
1993-012T19:51:52.300	9.9870	8.2300	
1993-033T20:30:01.500	6.3680	8.2300	
1993-012T17:14:59.100	15.093	8.2300	
1993-033T20:30:49.800	7.5460	8.2300	
1993-012T20:15:15.800	20.291	8.2300	
1993-012T17:35:57.300	16.799	8.2300	
1993-012T17:56:55.500	12.104	8.2200	
1993-012T18:30:21.000	19.052	8.2200	
1993-033T20:37:11.100	6.5230	8.2000	
1993-033T20:23:55.300	7.4520	8.1900	
1993-033T20:26:20.500	6.3230	8.1900	
1993-033T20:51:18.500	7.5220	8.1900	
1993-033T20:47:19.400	7.4520	8.1900	
1993-012T18:05:44.800	7.5220	8.1900	
1993-012T18:05:44.800	12.113	8.1900	
1993-012T18:20:15.900	7.5220	8.1900	
1993-033T20:36:50.000	7.4520	8.1900	
1993-012T17:26:19.600	6.5430	8.1800	
1993-012T17:44:28.300	6.9900	8.1800	
1993-012T20:37:29.800	8.1230	8.1800	
1993-012T20:26:12.300	6.9900	8.1800	
1993-033T20:15:54.100	6.9900	8.1800	
1993-012T20:18:32.500	6.5430	8.1800	
1993-033T20:24:19.500	6.5420	8.1400	
1993-033T20:25:32.100	6.5420	8.1400	
1993-012T17:00:28.000	14.275	8.1400	
1993-012T18:05:47.800	6.5420	8.1400	
1993-012T17:14:10.700	17.686	8.1400	
1993-012T20:31:48.000	14.275	8.1400	
1993-012T17:31:31.100	14.275	8.1400	
1993-012T18:14:13.000	7.0850	8.1400	
1993-012T17:19:25.300	15.764	8.1300	
1993-033T20:27:05.900	7.3750	8.1300	
1993-012T20:03:31.000	7.3750	8.1300	
1993-012T17:30:18.500	15.764	8.1300	
1993-012T17:44:52.600	5.7760	8.1200	
1993-012T20:13:14.800	9.3180	8.1200	
1993-033T20:36:01.600	9.3180	8.1200	
1993-012T20:06:47.600	9.0580	8.1200	
1993-012T20:11:16.800	8.4190	8.1100	
1993-012T20:25:48.000	6.7200	8.1100	
1993-033T20:20:41.600	10.538	8.1100	
1993-033T20:36:25.800	7.5700	8.1100	
1993-033T20:52:10.000	18.780	8.1100	
1993-012T20:21:18.800	13.012	8.1100	
1993-012T20:43:29.800	16.624	8.1000	
1993-012T17:14:34.900	16.624	8.1000	
1993-033T20:57:48.800	16.624	8.1000	
1993-012T16:56:50.300	16.624	8.1000	
1993-012T16:58:27.000	16.624	8.1000	
1993-012T17:00:24.900	7.6700	8.1000	
1993-033T20:11:24.800	7.9290	8.0900	
1993-012T17:02:04.800	14.928	8.0900	
1993-012T19:54:44.700	5.4500	8.0800	
1993-012T17:05:39.500	18.128	8.0800	
1993-012T20:41:01.500	13.258	8.0800	
1993-033T20:57:48.800	7.2190	8.0800	
1993-033T20:22:15.400	6.5230	8.0700	
1993-012T20:05:38.100	6.2820	8.0700	
1993-012T18:12:36.100	7.2290	8.0700	
1993-012T19:49:24.100	7.2290	8.0700	
1993-012T20:21:46.000	6.2820	8.0700	
1993-033T20:27:30.100	7.2290	8.0700	
1993-033T20:39:18.300	6.2820	8.0700	
1993-033T20:46:06.800	6.7640	8.0600	
1993-012T20:01:57.300	6.7640	8.0600	
1993-012T18:24:45.200	12.403	8.0400	
1993-033T20:30:22.600	6.0030	8.0200	
1993-012T16:51:08.400	16.784	8.0200	
1993-033T20:43:44.600	6.4550	8.0200	
1993-033T20:48:04.800	16.784	8.0200	
1993-012T17:11:18.200	16.784	8.0200	
1993-012T18:10:14.000	7.3350	8.0100	
1993-033T20:39:36.400	7.0850	8.0000	
1993-033T21:31:18.300	14.114	8.0000	
1993-012T20:26:33.400	13.479	8.0000	
1993-012T17:14:34.900	15.595	7.9900	
1993-012T17:09:20.300	15.595	7.9900	
1993-012T20:32:12.200	15.595	7.9900	
1993-012T17:20:37.800	16.450	7.9700	
1993-012T20:08:51.600	10.644	7.9700	
1993-033T21:03:03.600	16.450	7.9700	
1993-033T20:21:02.800	10.943	7.9600	
1993-012T18:05:50.800	6.6310	7.9600	
1993-033T20:31:38.300	6.6310	7.9600	
1993-033T20:41:37.500	14.252	7.9600	
1993-033T20:15:30.000	5.8590	7.9600	
1993-033T20:44:30.000	8.9280	7.9600	
1993-012T20:02:21.500	6.9890	7.9600	
1993-012T20:43:08.600	5.5310	7.9500	
1993-033T20:35:16.100	6.0260	7.9500	
1993-012T17:52:08.100	5.5310	7.9500	
1993-033T20:33:36.300	6.4320	7.9500	
1993-033T21:10:43.500	11.809	7.9300	
1993-012T17:02:29.000	7.4520	7.9300	
1993-012T20:19:42.000	7.4520	7.9300	
1993-012T17:29:57.300	7.6400	7.9300	
1993-033T20:31:14.100	6.1960	7.9200	
1993-012T20:09:15.900	6.1960	7.9200	
1993-033T20:25:35.100	7.0810	7.9200	
1993-012T20:21:18.800	6.5420	7.9200	
1993-033T20:35:13.100	6.5420	7.9200	
1993-033T20:27:33.100	6.5420	7.9200	
1993-012T20:30:32.300	11.019	7.9000	
1993-012T17:29:33.100	7.9280	7.8900	
1993-012T17:43:15.800	14.591	7.8900	
1993-012T18:15:04.400	6.6520	7.8800	
1993-033T20:30:22.600	6.6520	7.8800	
1993-012T18:03:22.600	6.6520	7.8800	
1993-012T17:27:29.100	6.6520	7.8800	
1993-033T20:40:55.100	6.3680	7.8700	
1993-033T20:21:05.800	13.322	7.8700	
1993-033T21:00:38.300	13.954	7.8700	
1993-012T17:00:28.000	18.412	7.8600	
1993-012T18:09:22.600	7.0850	7.8600	
1993-033T21:26:27.800	15.427	7.8600	
1993-012T17:05:18.300	15.427	7.8600	
1993-033T20:35:58.500	7.0850	7.8600	
1993-033T19:36:18.600	15.427	7.8600	
1993-012T18:00:33.200	6.7640	7.8400	
1993-033T20:33:12.100	6.7640	7.8400	
1993-012T17:02:29.000	16.277	7.8400	
1993-012T20:47:10.600	10.532	7.8400	
1993-012T17:59:17.600	7.3750	7.8400	
1993-012T19:59:29.000	7.3750	7.8400	
1993-012T20:08:00.300	7.2190	7.8400	
1993-033T20:25:05.000	7.3750	7.8400	
1993-033T20:23:52.300	7.8200	7.8400	
1993-033T20:58:37.300	16.277	7.8400	
1993-012T18:02:58.400	6.7640	7.8400	
1993-033T20:33:57.500	8.9100	7.8400	
1993-012T20:36:17.200	8.2210	7.8300	
1993-012T18:10:38.100	7.9290	7.8200	
1993-012T19:55:05.900	7.9290	7.8200	
1993-012T17:41:08.700	9.5640	7.8200	
1993-012T20:20:54.600	9.0580	7.8000	
1993-012T19:34:28.700	7.6700	7.7900	
1993-012T16:49:10.500	6.8760	7.7900	
1993-033T20:29:58.400	6.8760	7.7900	
1993-033T20:17:00.700	6.9430	7.7900	
1993-033T20:41:19.300	5.9420	7.7900	
1993-012T17:56:34.300	5.9420	7.7900	
1993-033T20:45:15.300	6.9430	7.7900	
1993-033T20:24:22.500	5.4500	7.7800	
1993-012T20:10:04.300	7.5460	7.7800	
1993-033T20:30:49.800	6.9900	7.7700	
1993-012T20:03:58.300	6.3230	7.7700	
1993-012T17:13:46.500	10.962	7.7700	
1993-012T21:05:19.600	6.9900	7.7700	
1993-012T17:52:32.300	6.1110	7.7600	
1993-012T19:55:05.900	7.3350	7.7600	
1993-012T18:00:09.000	7.3350	7.7600	
1993-012T20:21:21.800	6.1110	7.7600	
1993-033T20:29:10.000	17.151	7.7600	
1993-033T20:37:17.200	6.1110	7.7600	
1993-012T20:27:21.800	7.6890	7.7600	
1993-012T20:39:27.800	8.2970	7.7500	
1993-033T21:19:08.900	7.5220	7.7500	
1993-012T17:45:13.800	15.260	7.7300	
1993-012T20:23:44.000	15.260	7.7300	
1993-012T18:14:40.100	15.260	7.7300	
1993-012T16:54:49.300	15.260	7.7300	
1993-033T20:39:12.200	6.8010	7.7200	
1993-012T16:54:00.800	16.106	7.7200	
1993-033T21:09:30.900	16.106	7.7200	
1993-012T17:35:36.100	6.2820	7.7200	
1993-033T20:18:16.300	6.5420	7.7100	
1993-012T20:18:56.600	8.1230	7.6900	
1993-012T18:00:30.200	7.3750	7.6900	
1993-012T17:09:20.300	14.436	7.6900	
1993-012T17:48:54.500	6.4550	7.6600	
1993-033T20:33:09.100	6.9430	7.6600	
1993-012T17:24:12.500	15.704	7.6600	
1993-012T20:13:11.800	10.415	7.6600	
1993-033T20:42:28.900	6.6520	7.6600	
1993-033T21:34:04.600	17.449	7.6500	
1993-012T17:40:02.200	5.6930	7.6500	
1993-033T21:18:50.800	13.199	7.6500	
1993-033T20:21:54.200	5.8980	7.6500	
1993-012T20:18:26.400	7.2290	7.6400	
1993-033T20:40:49.000	7.2290	7.6400	
1993-033T20:29:31.100	7.2290	7.6400	
1993-033T20:45:15.300	7.2290	7.6400	
1993-012T18:21:28.600	7.2290	7.6400	
1993-012T20:38:39.400	16.974	7.6400	
1993-033T20:20:41.600	5.4870	7.6400	
1993-012T20:07:39.100	5.5310	7.6400	
1993-012T20:20:54.600	8.6730	7.6400	
1993-012T20:48:20.100	16.974	7.6400	
1993-012T17:35:08.900	16.974	7.6400	
1993-012T17:19:52.500	6.8990	7.6200	
1993-012T20:23:16.800	16.784	7.6200	
1993-012T20:00:44.600	6.7640	7.6200	
1993-012T20:34:40.400	7.7360	7.6100	
1993-033T20:32:02.500	6.0260	7.6100	
1993-012T20:21:15.800	8.2780	7.6100	
1993-012T16:57:38.600	15.935	7.5900	
1993-012T20:02:18.500	6.8010	7.5900	
1993-033T20:47:19.400	7.2190	7.5900	
1993-033T20:06:07.100	6.8010	7.5900	
1993-033T20:35:37.300	7.5700	7.5900	
1993-012T20:00:41.600	7.0850	7.5800	
1993-012T20:19:14.800	7.0850	7.5800	
1993-012T17:08:53.000	7.0850	7.5800	
1993-033T20:35:13.100	6.3230	7.5700	
1993-033T20:42:53.100	6.3230	7.5700	
1993-012T20:35:25.800	14.275	7.5600	
1993-012T16:58:05.800	14.204	7.5500	
1993-012T16:55:37.600	16.799	7.5200	
1993-012T20:31:20.800	15.492	7.5100	
1993-033T20:36:25.800	11.372	7.5000	
1993-012T16:57:14.500	14.928	7.4800	
1993-012T17:09:20.300	14.928	7.4800	
1993-012T20:14:51.600	15.764	7.4700	
1993-012T18:20:40.100	24.814	7.4700	
1993-012T17:00:28.000	15.764	7.4700	
1993-033T21:26:03.600	15.764	7.4700	
1993-012T17:31:52.200	20.240	7.4600	
1993-012T17:51:16.700	6.6520	7.4500	
1993-012T16:54:03.800	14.077	7.4500	
1993-033T20:35:40.400	12.953	7.4300	
1993-012T19:49:48.300	7.3750	7.4100	
1993-012T20:21:40.000	6.9430	7.3900	
1993-033T20:33:12.100	14.763	7.3500	
1993-012T21:16:34.100	15.595	7.3500	
1993-012T17:34:44.700	14.763	7.3500	
1993-012T20:39:00.500	16.348	7.3400	
1993-012T17:39:07.800	6.8010	7.3300	
1993-012T17:58:53.400	14.660	7.2800	
1993-012T17:54:03.000	6.6620	7.2700	
1993-012T20:24:08.200	14.599	7.2300	
1993-012T20:29:22.800	15.427	7.2300	
1993-033T21:13:08.800	13.167	7.2100	
1993-012T20:33:24.800	13.167	7.2100	
1993-033T20:22:15.400	16.132	7.2000	
1993-012T17:56:04.000	6.8010	7.2000	
1993-012T20:53:07.500	16.132	7.2000	
1993-012T17:14:34.900	16.277	7.1700	
1993-033T21:01:02.500	16.277	7.1700	
1993-012T17:42:00.100	16.277	7.1700	
1993-033T20:41:16.300	6.3230	7.1600	
1993-033T21:13:30.000	18.819	7.1600	
1993-012T20:18:53.600	15.260	7.1100	
1993-012T17:58:32.200	15.260	7.1100	
1993-012T16:48:46.300	14.436	7.1100	
1993-012T17:25:31.200	12.589	7.1000	
1993-012T17:39:56.100	16.565	7.0900	
1993-012T17:18:12.600	5.8980	7.0900	
1993-012T20:22:04.200	20.482	7.0900	
1993-033T20:27:30.100	6.5230	7.0800	
1993-033T20:18:13.300	15.917	7.0700	
1993-012T20:38:39.400	16.106	7.0500	
1993-012T17:31:55.300	16.106	7.0500	
1993-012T20:18:50.600	13.064	7.0500	
1993-012T20:25:42.000	26.996	7.0400	
1993-012T20:43:08.600	10.845	7.0400	
1993-012T18:01:42.800	7.5220	7.0100	
